store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,forecasted_daily_demand,sku_name,category,subcategory,brand,unit_price,cost_price,store_name,city,store_type,forecast_7d_demand,forecast_14d_demand,forecast_30d_demand,days_of_supply,days_since_last_restock,inventory_value_cost,inventory_value_retail,risk_status,risk_priority,risk_reason,recommended_action,is_gt_stockout,is_gt_slowmover
ST13,SKU00170,294,84,35,2025-06-26T00:00:00.000,1.8811942447156045,ZestyCo Men's Wear 2L,Apparel & Footwear,Men's Wear,ZestyCo,1241.29,909.39,Multan Convenience Store #13,Multan,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,156.28370160384281,188,267360.66,364939.26,CRITICAL_OVERSTOCK,4,Excess stock (294 units = 156 days supply); stale restock (188 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST20,SKU01112,209,40,18,2025-08-02T00:00:00.000,1.8811942447156045,PrimeCare Writing Instruments Pack of 6,Stationery & Office,Writing Instruments,PrimeCare,148.59,94.42,Multan Hypermarket #20,Multan,Hypermarket,13.168359713009231,26.336719426018462,56.43582734146813,111.0996382149767,151,19733.78,31055.31,HIGH_OVERSTOCK,5,Excess inventory (111 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST18,SKU02500,269,59,19,2025-05-22T00:00:00.000,0.1,EliteHome Eggs Large,Dairy & Bakery,Eggs,EliteHome,204.09,112.45,Karachi Supermarket #18,Karachi,Supermarket,0.7000000000000001,1.4000000000000001,3.0,2690.0,223,30249.05,54900.21,CRITICAL_OVERSTOCK,4,Excess stock (269 units = 2690 days supply); stale restock (223 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST04,SKU04551,0,87,38,2025-09-24T00:00:00.000,1.9138958677304247,DailyBest Cookware Small,Home & Kitchen,Cookware,DailyBest,2498.23,1452.98,Multan Supermarket #04,Multan,Supermarket,13.397271074112973,26.794542148225947,57.41687603191274,0.0,98,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST19,SKU03627,126,32,15,2025-07-24T00:00:00.000,1.8798979462629979,HealthFirst Ready Meals 1kg,Frozen Foods,Ready Meals,HealthFirst,1083.01,735.55,Sialkot Convenience Store #19,Sialkot,Convenience Store,13.159285623840985,26.31857124768197,56.39693838788994,67.02491496970474,160,92679.29999999999,136459.26,HIGH_OVERSTOCK,5,Excess inventory (67 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST10,SKU04073,126,42,9,2025-05-24T00:00:00.000,1.860258398470781,ValueChoice Women's Wear 1kg,Apparel & Footwear,Women's Wear,ValueChoice,514.74,392.24,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,13.021808789295466,26.043617578590933,55.80775195412343,67.73252581661659,221,49422.24,64857.24,HIGH_OVERSTOCK,5,Excess inventory (68 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST01,SKU02038,362,98,37,2025-07-02T00:00:00.000,1.8811942447156045,NutriPlus Milk 500ml,Dairy & Bakery,Milk,NutriPlus,83.56,56.9,Quetta Convenience Store #01,Quetta,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,192.43095231493572,182,20597.8,30248.72,CRITICAL_OVERSTOCK,4,Excess stock (362 units = 192 days supply); stale restock (182 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST30,SKU00524,500,96,22,2025-08-08T00:00:00.000,1.9088398410157512,PureLife Tea 1kg,Beverages,Tea,PureLife,353.73,259.64,Multan Hypermarket #30,Multan,Hypermarket,13.361878887110258,26.723757774220516,57.265195230472536,261.9392100145683,145,129820.0,176865.0,CRITICAL_OVERSTOCK,4,Excess stock (500 units = 262 days supply); stale restock (145 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST06,SKU04102,315,98,35,2025-05-09T00:00:00.000,1.8798979462629979,CityFresh Bath & Body Pack of 12,Personal Care,Bath & Body,CityFresh,358.12,208.7,Sukkur Hypermarket #06,Sukkur,Hypermarket,13.159285623840985,26.31857124768197,56.39693838788994,167.56228742426185,236,65740.5,112807.8,CRITICAL_OVERSTOCK,4,Excess stock (315 units = 168 days supply); stale restock (236 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST04,SKU03504,293,73,16,2025-08-18T00:00:00.000,1.9122650952924936,NovaFresh Frozen Vegetables 1L,Frozen Foods,Frozen Vegetables,NovaFresh,847.78,576.1,Multan Supermarket #04,Multan,Supermarket,13.385855667047455,26.77171133409491,57.36795285877481,153.22143395353024,135,168797.30000000002,248399.53999999998,CRITICAL_OVERSTOCK,4,Excess stock (293 units = 153 days supply); stale restock (135 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST09,SKU03848,341,84,33,2025-05-31T00:00:00.000,1.8833394475341698,PremiumSelect Home Decor Family Pack,Home & Kitchen,Home Decor,PremiumSelect,1270.1,784.42,Karachi Supermarket #09,Karachi,Supermarket,13.18337613273919,26.36675226547838,56.500183426025096,181.06135909087794,214,267487.22,433104.1,CRITICAL_OVERSTOCK,4,Excess stock (341 units = 181 days supply); stale restock (214 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST21,SKU04905,248,46,14,2025-08-18T00:00:00.000,1.8833394475341698,PureLife Cooking Oil 500g,Grocery,Cooking Oil,PureLife,117.04,74.42,Peshawar Hypermarket #21,Peshawar,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,131.6809884297294,135,18456.16,29025.920000000002,CRITICAL_OVERSTOCK,4,Excess stock (248 units = 132 days supply); stale restock (135 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST02,SKU02640,0,68,16,2025-09-30T00:00:00.000,1.8956337222819768,NutriPlus Home Decor 250ml,Home & Kitchen,Home Decor,NutriPlus,1563.22,888.14,Islamabad Express Store #02,Islamabad,Express Store,13.269436055973838,26.538872111947676,56.8690116684593,0.0,92,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST17,SKU03968,318,58,25,2025-05-18T00:00:00.000,0.1,EliteHome Soft Drinks 1L,Beverages,Soft Drinks,EliteHome,119.45,93.93,Faisalabad Supermarket #17,Faisalabad,Supermarket,0.7000000000000001,1.4000000000000001,3.0,3180.0,227,29869.74,37985.1,CRITICAL_OVERSTOCK,4,Excess stock (318 units = 3180 days supply); stale restock (227 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST03,SKU01818,208,61,19,2025-07-14T00:00:00.000,0.1,CleanWave Surface Cleaners 2L,Home Care,Surface Cleaners,CleanWave,472.39,301.8,Sialkot Supermarket #03,Sialkot,Supermarket,0.7000000000000001,1.4000000000000001,3.0,2080.0,170,62774.4,98257.12,CRITICAL_OVERSTOCK,4,Excess stock (208 units = 2080 days supply); stale restock (170 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST30,SKU03907,0,54,18,2025-08-21T00:00:00.000,5.337794106230668,QuickBite Home Decor 1L,Home & Kitchen,Home Decor,QuickBite,876.73,624.96,Multan Hypermarket #30,Multan,Hypermarket,37.36455874361468,74.72911748722936,160.13382318692004,0.0,132,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (5.3 units/day).,Emergency Expedited Replenishment PO,true,false
ST01,SKU00991,238,50,16,2025-08-29T00:00:00.000,1.8798979462629979,PurePlus Cookware 100g,Home & Kitchen,Cookware,PurePlus,226.46,127.96,Quetta Convenience Store #01,Quetta,Convenience Store,13.159285623840985,26.31857124768197,56.39693838788994,126.60261716499784,124,30454.48,53897.48,CRITICAL_OVERSTOCK,4,Excess stock (238 units = 127 days supply); stale restock (124 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST13,SKU02277,420,83,27,2025-06-10T00:00:00.000,1.8811942447156045,NutriPlus Tea 250g,Beverages,Tea,NutriPlus,122.83,85.7,Multan Convenience Store #13,Multan,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,223.2624308626326,204,35994.0,51588.6,CRITICAL_OVERSTOCK,4,Excess stock (420 units = 223 days supply); stale restock (204 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST16,SKU03743,0,25,8,2025-08-16T00:00:00.000,1.905396247537852,PremiumSelect Air Fresheners 500g,Home Care,Air Fresheners,PremiumSelect,253.24,162.98,Lahore Convenience Store #16,Lahore,Convenience Store,13.337773732764965,26.67554746552993,57.161887426135564,0.0,137,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST19,SKU01762,292,52,25,2025-05-14T00:00:00.000,1.8816654718800827,QuickBite Home Decor 250g,Home & Kitchen,Home Decor,QuickBite,2255.17,1614.7,Sialkot Convenience Store #19,Sialkot,Convenience Store,13.171658303160578,26.343316606321157,56.44996415640248,155.18167515092128,231,471492.4,658509.64,CRITICAL_OVERSTOCK,4,Excess stock (292 units = 155 days supply); stale restock (231 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST17,SKU03150,482,98,38,2025-06-25T00:00:00.000,0.1,ZestyCo Women's Wear 250g,Apparel & Footwear,Women's Wear,ZestyCo,3570.59,2742.62,Faisalabad Supermarket #17,Faisalabad,Supermarket,0.7000000000000001,1.4000000000000001,3.0,4820.0,189,1321942.8399999999,1721024.3800000001,CRITICAL_OVERSTOCK,4,Excess stock (482 units = 4820 days supply); stale restock (189 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST10,SKU04194,436,83,24,2025-05-25T00:00:00.000,0.1,ValueChoice Cheese Family Pack,Dairy & Bakery,Cheese,ValueChoice,201.25,133.83,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,4360.0,220,58349.880000000005,87745.0,CRITICAL_OVERSTOCK,4,Excess stock (436 units = 4360 days supply); stale restock (220 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST17,SKU00935,155,30,13,2025-07-08T00:00:00.000,0.1,NovaFresh Namkeen 2L,Snacks & Confectionery,Namkeen,NovaFresh,108.32,77.98,Faisalabad Supermarket #17,Faisalabad,Supermarket,0.7000000000000001,1.4000000000000001,3.0,1550.0,176,12086.900000000001,16789.6,CRITICAL_OVERSTOCK,4,Excess stock (155 units = 1550 days supply); stale restock (176 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST15,SKU02057,350,62,13,2025-08-23T00:00:00.000,0.1,FreshFarm Energy Drinks 250ml,Beverages,Energy Drinks,FreshFarm,167.06,117.15,Islamabad Convenience Store #15,Islamabad,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,3500.0,130,41002.5,58471.0,CRITICAL_OVERSTOCK,4,Excess stock (350 units = 3500 days supply); stale restock (130 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST20,SKU00186,185,32,10,2025-07-11T00:00:00.000,1.8798979462629979,TrueTaste Men's Wear 250ml,Apparel & Footwear,Men's Wear,TrueTaste,1862.84,1185.19,Multan Hypermarket #20,Multan,Hypermarket,13.159285623840985,26.31857124768197,56.39693838788994,98.40959737615378,173,219260.15000000002,344625.39999999997,HIGH_OVERSTOCK,5,Excess inventory (98 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST30,SKU00645,520,95,29,2025-07-25T00:00:00.000,1.8811942447156045,FreshFarm Surface Cleaners 500g,Home Care,Surface Cleaners,FreshFarm,292.66,191.28,Multan Hypermarket #30,Multan,Hypermarket,13.168359713009231,26.336719426018462,56.43582734146813,276.4201524965927,159,99465.6,152183.2,CRITICAL_OVERSTOCK,4,Excess stock (520 units = 276 days supply); stale restock (159 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST09,SKU01754,80,23,7,2025-06-20T00:00:00.000,1.8811942447156045,EverydayPlus Chocolates 250g,Snacks & Confectionery,Chocolates,EverydayPlus,85.71,51.7,Karachi Supermarket #09,Karachi,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,42.52617730716811,194,4136.0,6856.799999999999,HIGH_OVERSTOCK,5,Excess inventory (43 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST09,SKU03740,247,73,26,2025-07-02T00:00:00.000,1.8811942447156045,SoftTouch Men's Wear Pack of 12,Apparel & Footwear,Men's Wear,SoftTouch,2021.49,1124.92,Karachi Supermarket #09,Karachi,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,131.29957243588154,182,277855.24,499308.03,CRITICAL_OVERSTOCK,4,Excess stock (247 units = 131 days supply); stale restock (182 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST23,SKU01423,261,61,15,2025-07-17T00:00:00.000,1.8798979462629979,BasicNeeds Mobile Accessories 500g,Electronics & Accessories,Mobile Accessories,BasicNeeds,2866.27,2040.58,Sukkur Convenience Store #23,Sukkur,Convenience Store,13.159285623840985,26.31857124768197,56.39693838788994,138.83732386581696,167,532591.38,748096.47,CRITICAL_OVERSTOCK,4,Excess stock (261 units = 139 days supply); stale restock (167 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST02,SKU04747,302,52,23,2025-08-12T00:00:00.000,1.8811942447156045,EliteHome Home Decor 100g,Home & Kitchen,Home Decor,EliteHome,1085.05,803.55,Islamabad Express Store #02,Islamabad,Express Store,13.168359713009231,26.336719426018462,56.43582734146813,160.53631933455964,141,242672.09999999998,327685.1,CRITICAL_OVERSTOCK,4,Excess stock (302 units = 161 days supply); stale restock (141 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST07,SKU00890,132,25,10,2025-08-13T00:00:00.000,1.8833394475341698,EliteHome Men's Wear Pack of 6,Apparel & Footwear,Men's Wear,EliteHome,539.8,327.59,Peshawar Hypermarket #07,Peshawar,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,70.08826803517856,140,43241.88,71253.59999999999,HIGH_OVERSTOCK,5,Excess inventory (70 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST02,SKU00546,316,57,27,2025-06-08T00:00:00.000,0.1,TrueTaste Milk 2kg,Dairy & Bakery,Milk,TrueTaste,130.86,93.76,Islamabad Express Store #02,Islamabad,Express Store,0.7000000000000001,1.4000000000000001,3.0,3160.0,206,29628.16,41351.76,CRITICAL_OVERSTOCK,4,Excess stock (316 units = 3160 days supply); stale restock (206 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST17,SKU04318,0,41,16,2025-08-31T00:00:00.000,1.8956337222819768,SoftTouch Notebooks 500g,Stationery & Office,Notebooks,SoftTouch,205.5,147.89,Faisalabad Supermarket #17,Faisalabad,Supermarket,13.269436055973838,26.538872111947676,56.8690116684593,0.0,122,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST02,SKU00317,376,75,21,2025-07-18T00:00:00.000,0.1,ZestyCo Soft Drinks Pack of 6,Beverages,Soft Drinks,ZestyCo,110.59,69.99,Islamabad Express Store #02,Islamabad,Express Store,0.7000000000000001,1.4000000000000001,3.0,3760.0,166,26316.239999999998,41581.840000000004,CRITICAL_OVERSTOCK,4,Excess stock (376 units = 3760 days supply); stale restock (166 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST29,SKU01174,403,97,24,2025-08-08T00:00:00.000,1.8833394475341698,NovaFresh Home Decor 2L,Home & Kitchen,Home Decor,NovaFresh,1964.02,1462.83,Karachi Hypermarket #29,Karachi,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,213.9816061983103,145,589520.49,791500.0599999999,CRITICAL_OVERSTOCK,4,Excess stock (403 units = 214 days supply); stale restock (145 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST17,SKU01874,445,85,28,2025-09-02T00:00:00.000,1.8811942447156045,SparkleClean OTC Medicine 1L,Health & Wellness,OTC Medicine,SparkleClean,409.33,243.42,Faisalabad Supermarket #17,Faisalabad,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,236.55186127112265,120,108321.9,182151.85,CRITICAL_OVERSTOCK,4,Excess stock (445 units = 237 days supply); stale restock (120 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST01,SKU01112,502,100,25,2025-09-01T00:00:00.000,1.8811942447156045,PrimeCare Writing Instruments Pack of 6,Stationery & Office,Writing Instruments,PrimeCare,148.59,94.42,Quetta Convenience Store #01,Quetta,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,266.85176260247994,121,47398.840000000004,74592.18000000001,CRITICAL_OVERSTOCK,4,Excess stock (502 units = 267 days supply); stale restock (121 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST11,SKU03749,227,44,22,2025-06-25T00:00:00.000,0.1,PremiumSelect Eggs 250ml,Dairy & Bakery,Eggs,PremiumSelect,229.84,182.25,Islamabad Supermarket #11,Islamabad,Supermarket,0.7000000000000001,1.4000000000000001,3.0,2270.0,189,41370.75,52173.68,CRITICAL_OVERSTOCK,4,Excess stock (227 units = 2270 days supply); stale restock (189 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST04,SKU00592,338,86,40,2025-06-07T00:00:00.000,1.8811942447156045,UrbanBite Kids Wear 100g,Apparel & Footwear,Kids Wear,UrbanBite,2203.73,1430.8,Multan Supermarket #04,Multan,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,179.6730991227853,207,483610.39999999997,744860.74,CRITICAL_OVERSTOCK,4,Excess stock (338 units = 180 days supply); stale restock (207 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST11,SKU03520,119,35,8,2025-08-31T00:00:00.000,1.8816654718800827,PrimeCare Candy Pack of 6,Snacks & Confectionery,Candy,PrimeCare,101.31,72.21,Islamabad Supermarket #11,Islamabad,Supermarket,13.171658303160578,26.343316606321157,56.44996415640248,63.24184706493025,122,8592.99,12055.89,HIGH_OVERSTOCK,5,Excess inventory (63 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST14,SKU03266,405,88,42,2025-08-16T00:00:00.000,1.8811942447156045,MetroBrand Skin Care 500ml,Personal Care,Skin Care,MetroBrand,419.02,312.71,Sialkot Supermarket #14,Sialkot,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,215.28877261753857,137,126647.54999999999,169703.1,CRITICAL_OVERSTOCK,4,Excess stock (405 units = 215 days supply); stale restock (137 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST16,SKU01649,215,41,16,2025-09-01T00:00:00.000,0.1,NatureBlend Surface Cleaners Large,Home Care,Surface Cleaners,NatureBlend,433.36,258.86,Lahore Convenience Store #16,Lahore,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,2150.0,121,55654.9,93172.40000000001,CRITICAL_OVERSTOCK,4,Excess stock (215 units = 2150 days supply); stale restock (121 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST16,SKU03864,506,85,22,2025-05-16T00:00:00.000,1.9183324753099664,BasicNeeds Surface Cleaners 2L,Home Care,Surface Cleaners,BasicNeeds,266.5,161.94,Lahore Convenience Store #16,Lahore,Convenience Store,13.428327327169765,26.85665465433953,57.54997425929899,263.77075220928003,229,81941.64,134849.0,CRITICAL_OVERSTOCK,4,Excess stock (506 units = 264 days supply); stale restock (229 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST10,SKU04315,0,53,20,2025-09-30T00:00:00.000,1.897963778069137,HealthFirst Laundry Small,Home Care,Laundry,HealthFirst,497.47,322.69,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,13.285746446483959,26.571492892967917,56.93891334207411,0.0,92,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST07,SKU02997,213,50,13,2025-07-15T00:00:00.000,3.5831462307846564,FreshFarm OTC Medicine 250g,Health & Wellness,OTC Medicine,FreshFarm,1164.54,833.95,Peshawar Hypermarket #07,Peshawar,Hypermarket,25.082023615492595,50.16404723098519,107.4943869235397,59.44496436400144,169,177631.35,248047.02,HIGH_OVERSTOCK,5,Excess inventory (59 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST17,SKU02224,129,28,6,2025-08-20T00:00:00.000,1.8816654718800827,SparkleClean Hair Care Small,Personal Care,Hair Care,SparkleClean,160.25,108.81,Faisalabad Supermarket #17,Faisalabad,Supermarket,13.171658303160578,26.343316606321157,56.44996415640248,68.55628799475632,133,14036.49,20672.25,HIGH_OVERSTOCK,5,Excess inventory (69 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST19,SKU02822,104,30,8,2025-07-24T00:00:00.000,0.1,FamilyChoice Rice & Grains Small,Grocery,Rice & Grains,FamilyChoice,332.18,242.81,Sialkot Convenience Store #19,Sialkot,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,1040.0,160,25252.24,34546.72,CRITICAL_OVERSTOCK,4,Excess stock (104 units = 1040 days supply); stale restock (160 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST22,SKU04554,311,100,31,2025-06-04T00:00:00.000,1.8798979462629979,UrbanBite Home Decor Pack of 12,Home & Kitchen,Home Decor,UrbanBite,2001.13,1393.38,Islamabad Hypermarket #22,Islamabad,Hypermarket,13.159285623840985,26.31857124768197,56.39693838788994,165.4345123458585,210,433341.18000000005,622351.43,CRITICAL_OVERSTOCK,4,Excess stock (311 units = 165 days supply); stale restock (210 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST13,SKU02519,415,83,37,2025-07-03T00:00:00.000,1.889351870695776,PremiumSelect Pulses & Lentils Medium,Grocery,Pulses & Lentils,PremiumSelect,421.03,297.43,Multan Convenience Store #13,Multan,Convenience Store,13.225463094870431,26.450926189740862,56.68055612087328,219.6520438763857,181,123433.45,174727.44999999998,CRITICAL_OVERSTOCK,4,Excess stock (415 units = 220 days supply); stale restock (181 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST18,SKU04849,178,47,12,2025-08-13T00:00:00.000,1.8693983661007536,SunriseFoods Batteries 250ml,Electronics & Accessories,Batteries,SunriseFoods,1457.98,1088.18,Karachi Supermarket #18,Karachi,Supermarket,13.085788562705275,26.17157712541055,56.08195098302261,95.21780013709848,140,193696.04,259520.44,HIGH_OVERSTOCK,5,Excess inventory (95 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST28,SKU01070,239,61,29,2025-07-01T00:00:00.000,1.9374819888658688,SparkleClean Pest Control Pack of 6,Home Care,Pest Control,SparkleClean,202.07,133.29,Karachi Supermarket #28,Karachi,Supermarket,13.56237392206108,27.12474784412216,58.12445966597606,123.35598543545784,183,31856.309999999998,48294.729999999996,CRITICAL_OVERSTOCK,4,Excess stock (239 units = 123 days supply); stale restock (183 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST04,SKU00484,0,99,21,2025-09-29T00:00:00.000,1.898749285165154,PurePlus Hair Care 2L,Personal Care,Hair Care,PurePlus,179.04,105.25,Multan Supermarket #04,Multan,Supermarket,13.291244996156077,26.582489992312155,56.96247855495462,0.0,93,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST16,SKU01770,290,85,23,2025-09-02T00:00:00.000,1.8798979462629979,ZestyCo Ready Meals 2L,Frozen Foods,Ready Meals,ZestyCo,318.52,186.95,Lahore Convenience Store #16,Lahore,Convenience Store,13.159285623840985,26.31857124768197,56.39693838788994,154.26369318424108,120,54215.5,92370.79999999999,CRITICAL_OVERSTOCK,4,Excess stock (290 units = 154 days supply); stale restock (120 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST26,SKU02983,0,81,39,2025-08-29T00:00:00.000,1.9084158884174325,SparkleClean Kids Wear 2kg,Apparel & Footwear,Kids Wear,SparkleClean,1062.71,713.11,Lahore Convenience Store #26,Lahore,Convenience Store,13.358911218922028,26.717822437844056,57.25247665252297,0.0,124,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST24,SKU04334,265,86,35,2025-07-03T00:00:00.000,0.1,FreshFarm Pulses & Lentils 250ml,Grocery,Pulses & Lentils,FreshFarm,287.82,222.77,Gujranwala Convenience Store #24,Gujranwala,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,2650.0,181,59034.05,76272.3,CRITICAL_OVERSTOCK,4,Excess stock (265 units = 2650 days supply); stale restock (181 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST19,SKU01775,0,30,13,2025-09-28T00:00:00.000,1.9174274555770405,CityFresh Hair Care 2L,Personal Care,Hair Care,CityFresh,204.15,146.54,Sialkot Convenience Store #19,Sialkot,Convenience Store,13.421992189039283,26.843984378078567,57.522823667311215,0.0,94,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST24,SKU04105,0,67,31,2025-08-18T00:00:00.000,1.898749285165154,BasicNeeds Men's Grooming 100g,Personal Care,Men's Grooming,BasicNeeds,464.78,266.54,Gujranwala Convenience Store #24,Gujranwala,Convenience Store,13.291244996156077,26.582489992312155,56.96247855495462,0.0,135,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST10,SKU02221,142,37,9,2025-08-10T00:00:00.000,0.1,DailyBest Spices & Seasoning Small,Grocery,Spices & Seasoning,DailyBest,125.4,87.43,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,1420.0,143,12415.060000000001,17806.8,CRITICAL_OVERSTOCK,4,Excess stock (142 units = 1420 days supply); stale restock (143 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST03,SKU02999,201,58,27,2025-05-26T00:00:00.000,1.8811942447156045,CleanWave Notebooks 500g,Stationery & Office,Notebooks,CleanWave,307.71,230.02,Sialkot Supermarket #03,Sialkot,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,106.84702048425989,219,46234.020000000004,61849.71,HIGH_OVERSTOCK,5,Excess inventory (107 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST27,SKU01370,0,57,26,2025-09-14T00:00:00.000,1.886372245837641,PurePlus Laundry 2L,Home Care,Laundry,PurePlus,195.01,123.07,Rawalpindi Supermarket #27,Rawalpindi,Supermarket,13.204605720863487,26.409211441726974,56.59116737512923,0.0,108,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
